Genome,File_type,Sequence_type,Number_of_sequences,Size,min,mean,max
GCF_009494395.1,FASTA,Protein,3267,1156492,28,354,4048
GCF_009495355.1,FASTA,Protein,2683,915782,23,341.3,2622
GCF_009495745.1,FASTA,Protein,5103,1735312,20,340.1,4761
GCF_009495755.1,FASTA,Protein,2508,839509,30,334.7,2418
GCF_009496005.1,FASTA,Protein,4210,1312697,28,311.8,2146
GCF_009496155.1,FASTA,Protein,2081,638577,24,306.9,2729
GCF_009496165.1,FASTA,Protein,1903,593639,30,311.9,2420
GCF_009496205.1,FASTA,Protein,1974,594760,22,301.3,2537
GCF_009496285.1,FASTA,Protein,1854,593759,28,320.3,3207
GCF_009496535.1,FASTA,Protein,3507,1199338,21,342,4323
GCF_009497155.1,FASTA,Protein,3927,1243379,20,316.6,3406
GCF_009497655.1,FASTA,Protein,5304,1459443,30,275.2,4604
GCF_009497775.1,FASTA,Protein,3774,1238579,30,328.2,4536
GCF_009497895.1,FASTA,Protein,4176,1374505,30,329.1,5695
GCF_009498035.1,FASTA,Protein,9305,3243027,30,348.5,11054
GCF_009498215.1,FASTA,Protein,5719,1743688,30,304.9,3657
GCF_009498235.1,FASTA,Protein,4319,1354943,30,313.7,9267
GCF_009498275.1,FASTA,Protein,7684,2506858,30,326.2,4883
GCF_009498295.1,FASTA,Protein,2958,990507,30,334.9,4616
GCF_009498455.1,FASTA,Protein,6699,2228164,30,332.6,5918
GCF_009498525.1,FASTA,Protein,6352,1992039,25,313.6,4204
GCF_009498735.1,FASTA,Protein,4602,1323671,31,287.6,2323
GCF_009547075.1,FASTA,Protein,2797,907193,20,324.3,2784
GCF_009557055.1,FASTA,Protein,4039,1300458,23,322,2093
GCF_009557235.1,FASTA,Protein,2607,791165,30,303.5,3586
GCF_009557455.1,FASTA,Protein,2499,895441,30,358.3,2249
GCF_009557615.1,FASTA,Protein,3663,1290905,30,352.4,2010
GCF_009569385.1,FASTA,Protein,8059,2506257,22,311,8030
GCF_009600315.1,FASTA,Protein,4742,1521442,25,320.8,4337
GCF_009600605.1,FASTA,Protein,4786,1579461,30,330,6204
GCF_009600885.1,FASTA,Protein,7567,2379755,20,314.5,3240
GCF_009600985.1,FASTA,Protein,2925,828737,20,283.3,1531
GCF_009601015.1,FASTA,Protein,2542,756052,25,297.4,3168
GCF_009601025.1,FASTA,Protein,3877,1281537,22,330.5,6802
GCF_009601055.1,FASTA,Protein,2223,636413,24,286.3,1640
GCF_009601165.1,FASTA,Protein,3438,1123450,30,326.8,4716
GCF_009601505.1,FASTA,Protein,6728,2012486,30,299.1,2875
GCF_009601685.2,FASTA,Protein,5633,1924218,30,341.6,10310
GCF_009601765.2,FASTA,Protein,3228,992910,30,307.6,6069
GCF_009602435.1,FASTA,Protein,3999,1139579,30,285,1998
GCF_009602465.1,FASTA,Protein,3718,1188804,25,319.7,2877
GCF_009602535.1,FASTA,Protein,3292,1016187,21,308.7,3687
GCF_009602705.1,FASTA,Protein,4673,1495686,30,320.1,2500
GCF_009604375.1,FASTA,Protein,7959,2561736,30,321.9,6740
GCF_009604385.1,FASTA,Protein,7123,2355255,20,330.7,5435
GCF_009604405.1,FASTA,Protein,7533,2514143,20,333.8,19998
GCF_009604425.1,FASTA,Protein,7637,2559658,20,335.2,18560
GCF_009604455.1,FASTA,Protein,8996,2804073,20,311.7,3066
GCF_009617585.1,FASTA,Protein,5939,1791520,20,301.7,9370
GCF_009617595.1,FASTA,Protein,3526,1096346,23,310.9,3146
GCF_009617755.1,FASTA,Protein,3781,1272924,24,336.7,3276
GCF_009617875.1,FASTA,Protein,4304,1489196,30,346,3545
GCF_009617895.1,FASTA,Protein,3494,1143368,30,327.2,3551
GCF_009618275.1,FASTA,Protein,4579,1804028,20,394,6525
GCF_009646095.1,FASTA,Protein,3490,1090967,30,312.6,2257
GCF_009646115.1,FASTA,Protein,4429,1377689,30,311.1,5900
GCF_009646335.1,FASTA,Protein,4195,1432676,20,341.5,4582
GCF_009647605.1,FASTA,Protein,3611,1204489,22,333.6,3703
GCF_009647655.1,FASTA,Protein,5806,2197973,29,378.6,8719
GCF_009649075.1,FASTA,Protein,3534,1140946,30,322.8,3001
GCF_009649175.1,FASTA,Protein,3710,1155968,24,311.6,2830
GCF_009649225.1,FASTA,Protein,2116,716294,30,338.5,11783
GCF_009649635.1,FASTA,Protein,2724,902009,23,331.1,1988
GCF_009649685.1,FASTA,Protein,3785,1356371,30,358.4,5511
GCF_009649735.1,FASTA,Protein,3825,1067387,20,279.1,1510
GCF_009649745.1,FASTA,Protein,4181,1195501,23,285.9,2591
GCF_009649785.1,FASTA,Protein,5341,1672912,21,313.2,3191
GCF_009649815.1,FASTA,Protein,8337,2681941,20,321.7,14834
GCF_009649845.1,FASTA,Protein,8618,3304495,28,383.4,4475
GCF_009649955.1,FASTA,Protein,3013,924267,31,306.8,2327
GCF_009650095.1,FASTA,Protein,4716,1443536,30,306.1,2242
GCF_009650135.1,FASTA,Protein,2345,735365,30,313.6,4131
GCF_009650215.1,FASTA,Protein,3658,1157820,30,316.5,2907
GCF_009650435.1,FASTA,Protein,5987,2021020,20,337.6,3577
GCF_009650605.1,FASTA,Protein,4456,1410028,21,316.4,2610
GCF_009650765.1,FASTA,Protein,7358,2437451,30,331.3,7805
GCF_009650995.1,FASTA,Protein,3597,1041392,26,289.5,1436
GCF_009651005.1,FASTA,Protein,3530,1025551,25,290.5,1910
GCF_009653635.1,FASTA,Protein,4188,1455526,23,347.5,10346
GCF_009659375.1,FASTA,Protein,2699,824010,22,305.3,1672
GCF_009659535.1,FASTA,Protein,5981,2113086,26,353.3,4100
GCF_009659625.1,FASTA,Protein,5334,1803229,30,338.1,4308
GCF_009659645.1,FASTA,Protein,2313,720480,30,311.5,2361
GCF_009660225.1,FASTA,Protein,3184,1101298,30,345.9,2318
GCF_009662475.1,FASTA,Protein,3547,1030484,30,290.5,2442
GCF_009663145.1,FASTA,Protein,4242,1418400,20,334.4,4968
GCF_009663465.1,FASTA,Protein,2188,679411,30,310.5,2341
GCF_009663685.1,FASTA,Protein,5875,1890744,30,321.8,3522
GCF_009663775.1,FASTA,Protein,2144,649510,20,302.9,4251
GCF_009664085.1,FASTA,Protein,2655,888721,34,334.7,1849
GCF_009664835.1,FASTA,Protein,4544,1396441,31,307.3,2036
GCF_009664855.1,FASTA,Protein,5074,1701195,26,335.3,5880
GCF_009664975.1,FASTA,Protein,6139,2074067,31,337.9,5031
GCF_009665255.1,FASTA,Protein,3503,1152066,30,328.9,4128
GCF_009668025.1,FASTA,Protein,6399,2338719,30,365.5,2595
GCF_009669305.1,FASTA,Protein,3977,1364219,21,343,4999
GCF_009669325.1,FASTA,Protein,3381,1058373,31,313,2869
GCF_009670965.1,FASTA,Protein,1950,640445,20,328.4,2343
GCF_009671065.1,FASTA,Protein,2577,746569,31,289.7,2586
GCF_009671245.1,FASTA,Protein,2999,1031833,25,344.1,3127
GCF_009674485.1,FASTA,Protein,6809,2505565,23,368,3232
GCF_009674495.1,FASTA,Protein,5748,1994844,27,347.1,4355
GCF_009674535.1,FASTA,Protein,6577,2325774,20,353.6,5573
GCF_009674565.1,FASTA,Protein,5877,2013584,30,342.6,4352
GCF_009674665.1,FASTA,Protein,3528,1162990,21,329.6,2066
GCF_009674675.1,FASTA,Protein,2247,741594,34,330,6387
GCF_009674685.1,FASTA,Protein,3324,1186751,25,357,4498
GCF_009674725.1,FASTA,Protein,4794,1579849,24,329.5,3636
GCF_009674765.1,FASTA,Protein,4915,1391667,30,283.1,3768
GCF_009674775.1,FASTA,Protein,4597,1588670,26,345.6,6113
GCF_009674805.1,FASTA,Protein,4092,1127142,22,275.5,2278
GCF_009674825.1,FASTA,Protein,3949,1400364,30,354.6,5715
GCF_009674885.1,FASTA,Protein,3704,1138842,20,307.5,2856
GCF_009676705.1,FASTA,Protein,1853,599893,33,323.7,1836
GCF_009676745.1,FASTA,Protein,1804,541760,33,300.3,2120
GCF_009676955.1,FASTA,Protein,2801,985532,30,351.9,2482
GCF_009677585.1,FASTA,Protein,4566,1482756,30,324.7,4716
GCF_009680455.1,FASTA,Protein,2846,903911,30,317.6,3074
GCF_009683145.1,FASTA,Protein,1985,584248,20,294.3,1610
GCF_009683175.1,FASTA,Protein,1697,631482,30,372.1,3118
GCF_009684715.1,FASTA,Protein,1851,599001,31,323.6,4499
GCF_009684755.1,FASTA,Protein,2560,855177,29,334.1,5080
GCF_009687845.1,FASTA,Protein,8424,2763222,22,328,7611
GCF_009687865.1,FASTA,Protein,10675,3601765,20,337.4,16394
GCF_009687885.1,FASTA,Protein,10310,3505448,21,340,16436
GCF_009687905.1,FASTA,Protein,2219,685508,30,308.9,2659
GCF_009688945.1,FASTA,Protein,6341,2097122,30,330.7,3347
GCF_009688965.1,FASTA,Protein,6643,2113937,30,318.2,2591
GCF_009689005.1,FASTA,Protein,6645,2216449,30,333.6,4262
GCF_009689985.1,FASTA,Protein,1525,486554,23,319.1,3189
GCF_009690845.1,FASTA,Protein,1775,514816,23,290,3484
GCF_009690905.1,FASTA,Protein,9446,2856231,20,302.4,4760
GCF_009695545.1,FASTA,Protein,4490,1680479,20,374.3,2611
GCF_009695585.1,FASTA,Protein,2814,876492,20,311.5,4898
GCF_009695605.1,FASTA,Protein,3902,1163396,21,298.2,2027
GCF_009695635.1,FASTA,Protein,2264,730188,25,322.5,1532
GCF_009695655.1,FASTA,Protein,2382,738857,25,310.2,2789
GCF_009695745.1,FASTA,Protein,2248,735691,22,327.3,3103
GCF_009695765.1,FASTA,Protein,2783,891879,21,320.5,1794
GCF_009695775.1,FASTA,Protein,3207,1131427,22,352.8,4012
GCF_009695815.1,FASTA,Protein,1922,633193,34,329.4,2646
GCF_009695865.1,FASTA,Protein,1780,595265,27,334.4,3084
GCF_009695875.1,FASTA,Protein,1965,678054,34,345.1,2128
GCF_009695905.1,FASTA,Protein,1847,602818,25,326.4,2387
GCF_009695915.1,FASTA,Protein,2202,718279,30,326.2,2740
GCF_009695935.1,FASTA,Protein,2187,719517,25,329,5014
GCF_009695985.1,FASTA,Protein,1987,622451,20,313.3,1519
GCF_009695995.1,FASTA,Protein,2707,889738,31,328.7,2781
GCF_009696005.1,FASTA,Protein,2456,798322,31,325,2851
GCF_009696045.1,FASTA,Protein,2886,915705,20,317.3,2884
GCF_009696065.1,FASTA,Protein,2965,933301,28,314.8,2130
GCF_009696075.1,FASTA,Protein,2100,613709,29,292.2,1480
GCF_009696145.1,FASTA,Protein,1945,636683,30,327.3,6041
GCF_009696165.1,FASTA,Protein,2670,858858,21,321.7,3383
GCF_009696175.1,FASTA,Protein,2039,614343,23,301.3,1825
GCF_009696265.1,FASTA,Protein,2797,960575,20,343.4,3286
GCF_009696275.1,FASTA,Protein,5871,1753233,21,298.6,3067
GCF_009696315.1,FASTA,Protein,2392,790142,29,330.3,2198
GCF_009696325.1,FASTA,Protein,1721,595350,27,345.9,3825
GCF_009696375.1,FASTA,Protein,3992,1223175,21,306.4,3844
GCF_009696445.1,FASTA,Protein,2844,934165,28,328.5,4723
GCF_009696465.1,FASTA,Protein,3115,905743,24,290.8,2726
GCF_009696485.1,FASTA,Protein,2614,757717,22,289.9,2909
GCF_009696575.1,FASTA,Protein,2121,656846,30,309.7,4621
GCF_009696605.1,FASTA,Protein,2467,735129,27,298,2802
GCF_009696615.1,FASTA,Protein,2541,790679,21,311.2,3067
GCF_009696675.1,FASTA,Protein,2205,690553,20,313.2,3454
GCF_009696685.1,FASTA,Protein,3281,934595,22,284.9,2095
GCF_009697385.1,FASTA,Protein,2494,793223,24,318.1,2639
GCF_009707125.1,FASTA,Protein,3193,1032106,21,323.2,8154
GCF_009707325.1,FASTA,Protein,4914,1558073,30,317.1,4299
GCF_009707365.1,FASTA,Protein,4684,1478553,30,315.7,2505
GCF_009707385.1,FASTA,Protein,4924,1569981,30,318.8,3843
GCF_009707425.1,FASTA,Protein,5852,1863862,27,318.5,3829
GCF_009707465.1,FASTA,Protein,3728,1142659,30,306.5,3050
GCF_009707485.1,FASTA,Protein,3408,1050590,30,308.3,2961
GCF_009707515.1,FASTA,Protein,5183,1716078,30,331.1,10308
GCF_009707545.1,FASTA,Protein,5328,1800810,27,338,6233
GCF_009707625.1,FASTA,Protein,2557,763798,24,298.7,1605
GCF_009707665.1,FASTA,Protein,2898,858859,31,296.4,2080
GCF_009707865.1,FASTA,Protein,7584,2412002,22,318,29510
GCF_009707925.1,FASTA,Protein,3384,1089688,23,322,3004
GCF_009707955.1,FASTA,Protein,5095,1746533,25,342.8,4852
GCF_009708005.2,FASTA,Protein,4097,1445980,31,352.9,3146
GCF_009708035.1,FASTA,Protein,3760,1148692,30,305.5,4184
GCF_009708075.1,FASTA,Protein,3590,1121123,22,312.3,3297
GCF_009708175.1,FASTA,Protein,6648,2141524,30,322.1,14879
GCF_009708215.1,FASTA,Protein,5160,1729042,30,335.1,2486
GCF_009709555.1,FASTA,Protein,7824,2462714,21,314.8,2738
GCF_009709575.1,FASTA,Protein,5288,1765283,31,333.8,6686
GCF_009709615.1,FASTA,Protein,3333,1092166,22,327.7,2742
GCF_009709675.1,FASTA,Protein,3791,1265627,20,333.9,3053
GCF_009711045.1,FASTA,Protein,3126,1019509,23,326.1,2532
GCF_009711055.1,FASTA,Protein,2925,970016,25,331.6,2494
GCF_009711095.1,FASTA,Protein,4452,1368531,20,307.4,2861
GCF_009711125.1,FASTA,Protein,4126,1162564,25,281.8,1871
GCF_009711135.1,FASTA,Protein,4484,1555470,26,346.9,3808
GCF_009711165.2,FASTA,Protein,5184,1802860,26,347.8,4734
GCF_009711185.1,FASTA,Protein,3744,1182527,20,315.8,2855
GCF_009711205.1,FASTA,Protein,5211,1606585,20,308.3,3177
GCF_009711225.1,FASTA,Protein,4433,1376533,21,310.5,2778
GCF_009711265.1,FASTA,Protein,4211,1313298,20,311.9,2259
GCF_009711405.1,FASTA,Protein,6322,2143667,20,339.1,6940
GCF_009711415.1,FASTA,Protein,4487,1416569,22,315.7,2756
GCF_009711445.1,FASTA,Protein,3422,1077138,25,314.8,2768
GCF_009711475.1,FASTA,Protein,4238,1376214,20,324.7,3174
GCF_009711525.1,FASTA,Protein,4323,1502444,21,347.5,3025
GCF_009711935.1,FASTA,Protein,5208,1562376,20,300,6127
GCF_009711975.1,FASTA,Protein,5061,1600768,25,316.3,2910
GCF_009712035.1,FASTA,Protein,4605,1438892,20,312.5,3191
GCF_009712425.2,FASTA,Protein,3450,1114838,30,323.1,3342
GCF_009712475.1,FASTA,Protein,5205,1751250,22,336.5,6927
GCF_009717815.1,FASTA,Protein,2004,626624,30,312.7,2968
GCF_009718825.1,FASTA,Protein,3035,893879,26,294.5,1585
GCF_009720145.1,FASTA,Protein,4304,1396905,23,324.6,4215
GCF_009720245.1,FASTA,Protein,3111,878851,20,282.5,2924
GCF_009720255.1,FASTA,Protein,4944,1334839,20,270,5939
GCF_009720365.1,FASTA,Protein,8050,2670484,30,331.7,5364
GCF_009720385.1,FASTA,Protein,7927,2631616,27,332,7133
GCF_009720485.1,FASTA,Protein,3726,1197234,31,321.3,2103
GCF_009720525.1,FASTA,Protein,6409,2324554,30,362.7,7283
GCF_009720625.1,FASTA,Protein,5263,1484014,30,282,2280
GCF_009720655.1,FASTA,Protein,4092,1282384,24,313.4,4204
GCF_009720675.1,FASTA,Protein,2417,751929,27,311.1,4629
GCF_009720725.1,FASTA,Protein,3987,1291642,21,324,3623
GCF_009720735.1,FASTA,Protein,3928,1174959,21,299.1,2111
GCF_009720745.1,FASTA,Protein,5618,1862042,22,331.4,2887
GCF_009720775.1,FASTA,Protein,4399,1559346,21,354.5,3341
GCF_009720825.1,FASTA,Protein,6158,2165232,21,351.6,3996
GCF_009720835.1,FASTA,Protein,5647,1914395,20,339,4875
GCF_009720865.1,FASTA,Protein,5977,2153745,20,360.3,12804
GCF_009724685.1,FASTA,Protein,4578,1333273,24,291.2,2098
GCF_009725165.1,FASTA,Protein,5098,1652361,20,324.1,6313
GCF_009725205.1,FASTA,Protein,4660,1501360,20,322.2,2413
GCF_009725235.1,FASTA,Protein,12341,3764312,20,305,8318
GCF_009725675.1,FASTA,Protein,2584,821503,21,317.9,3232
GCF_009725755.1,FASTA,Protein,1735,583122,31,336.1,2156
GCF_009725985.1,FASTA,Protein,4268,1559007,30,365.3,6202
GCF_009725995.1,FASTA,Protein,4311,1546147,28,358.7,4857
GCF_009727065.1,FASTA,Protein,1997,653279,30,327.1,3103
GCF_009727155.1,FASTA,Protein,5802,2065327,30,356,3606
GCF_009727955.1,FASTA,Protein,3757,1251804,30,333.2,4594
GCF_009728145.1,FASTA,Protein,4189,1179829,24,281.6,3030
GCF_009728465.1,FASTA,Protein,3099,959385,30,309.6,3377
GCF_009728835.1,FASTA,Protein,1000,319399,30,319.4,3391
GCF_009728935.1,FASTA,Protein,7170,2421361,30,337.7,6115
GCF_009728995.1,FASTA,Protein,4963,1607024,31,323.8,3727
GCF_009729075.1,FASTA,Protein,5891,1883647,25,319.7,10325
GCF_009729095.1,FASTA,Protein,5944,1938099,30,326.1,8106
GCF_009729205.1,FASTA,Protein,4681,1484074,29,317,8119
GCF_009729415.1,FASTA,Protein,5793,1884793,20,325.4,10308
GCF_009729555.1,FASTA,Protein,2920,966847,24,331.1,2198
GCF_009729855.1,FASTA,Protein,3623,1195719,27,330,2072
GCF_009730335.1,FASTA,Protein,2052,718285,31,350,3076
GCF_009730595.1,FASTA,Protein,1124,378647,34,336.9,1913
GCF_009731355.2,FASTA,Protein,3004,983218,31,327.3,1878
GCF_009731465.1,FASTA,Protein,1866,570428,30,305.7,3322
GCF_009733535.1,FASTA,Protein,4156,1407806,28,338.7,2131
GCF_009733595.1,FASTA,Protein,8141,2709473,25,332.8,7683
GCF_009733735.1,FASTA,Protein,3467,1008972,23,291,3948
GCF_009733795.1,FASTA,Protein,3711,1223412,30,329.7,2124
GCF_009733815.1,FASTA,Protein,4169,1405838,32,337.2,2383
GCF_009733845.1,FASTA,Protein,4423,1467902,23,331.9,2086
GCF_009733865.1,FASTA,Protein,4075,1148756,21,281.9,1725
GCF_009733925.1,FASTA,Protein,1602,485029,24,302.8,3407
GCF_009734265.1,FASTA,Protein,2325,766368,31,329.6,2218
GCF_009734345.1,FASTA,Protein,2236,747369,36,334.2,2327
GCF_009734385.1,FASTA,Protein,2400,766108,31,319.2,3582
GCF_009734405.1,FASTA,Protein,2679,871902,30,325.5,3037
GCF_009734425.1,FASTA,Protein,2858,932277,30,326.2,3029
GCF_009734445.1,FASTA,Protein,2271,685954,30,302,2084
GCF_009735585.1,FASTA,Protein,3250,1065059,20,327.7,3421
GCF_009735625.1,FASTA,Protein,3517,1047862,30,297.9,2008
GCF_009735645.1,FASTA,Protein,2804,935221,30,333.5,1731
GCF_009735695.1,FASTA,Protein,3726,1208351,26,324.3,3442
GCF_009737085.1,FASTA,Protein,4719,1462745,21,310,2752
GCF_009738185.1,FASTA,Protein,4225,1380125,30,326.7,5974
GCF_009738225.1,FASTA,Protein,2223,706443,30,317.8,5093
GCF_009739465.1,FASTA,Protein,6311,2074745,25,328.8,4873
GCF_009739515.1,FASTA,Protein,4206,1372668,30,326.4,6934
GCF_009739905.1,FASTA,Protein,6313,2098083,30,332.3,4537
GCF_009740285.1,FASTA,Protein,4125,1315961,30,319,2423
GCF_009740395.1,FASTA,Protein,3236,1041470,20,321.8,3786
GCF_009741265.1,FASTA,Protein,4351,1425623,30,327.7,2118
GCF_009741275.1,FASTA,Protein,3203,1094295,21,341.6,2738
GCF_009741375.1,FASTA,Protein,3564,1182549,20,331.8,3932
GCF_009741445.1,FASTA,Protein,4593,1516564,30,330.2,7194
GCF_009741735.1,FASTA,Protein,3856,1044760,29,270.9,2365
GCF_009742705.1,FASTA,Protein,3481,1158888,20,332.9,2245
GCF_009742725.1,FASTA,Protein,4627,1441488,30,311.5,2817
GCF_009744025.1,FASTA,Protein,5730,1828364,20,319.1,2830
GCF_009744115.1,FASTA,Protein,5367,1721618,20,320.8,3040
GCF_009745975.1,FASTA,Protein,5801,1934806,20,333.5,5321
GCF_009745985.1,FASTA,Protein,3653,1224224,27,335.1,4271
GCF_009746125.1,FASTA,Protein,4010,1344515,31,335.3,3572
GCF_009746565.1,FASTA,Protein,3173,1101010,21,347,3231
GCF_009746585.1,FASTA,Protein,4148,1320258,20,318.3,2492
GCF_009746625.1,FASTA,Protein,3904,1140849,22,292.2,2464
GCF_009746715.1,FASTA,Protein,4660,1593301,24,341.9,5487
GCF_009749385.1,FASTA,Protein,3865,1330081,27,344.1,3689
GCF_009749395.1,FASTA,Protein,3832,1289474,23,336.5,3675
GCF_009749405.1,FASTA,Protein,3511,1165948,30,332.1,3356
GCF_009749465.1,FASTA,Protein,3255,1131674,23,347.7,4006
GCF_009749525.1,FASTA,Protein,5089,1553729,23,305.3,3483
GCF_009753675.1,FASTA,Protein,4734,1450532,23,306.4,2199
GCF_009753715.1,FASTA,Protein,3254,1027798,22,315.9,2758
GCF_009754905.2,FASTA,Protein,3453,1115260,30,323,3863
GCF_009754915.1,FASTA,Protein,3770,1212770,26,321.7,2727
GCF_009754945.1,FASTA,Protein,8409,2883836,23,342.9,4076
GCF_009755225.1,FASTA,Protein,4730,1646914,27,348.2,2834
GCF_009755275.1,FASTA,Protein,3759,1310471,30,348.6,2345
GCF_009755355.1,FASTA,Protein,4510,1355094,27,300.5,3294
GCF_009755605.1,FASTA,Protein,8299,2858575,23,344.4,6977
GCF_009755665.1,FASTA,Protein,5139,1716473,30,334,6444
GCF_009755685.1,FASTA,Protein,4371,1409511,30,322.5,6002
GCF_009755725.1,FASTA,Protein,3118,986782,30,316.5,1964
GCF_009755815.1,FASTA,Protein,6318,2052634,20,324.9,3666
GCF_009755885.1,FASTA,Protein,2962,891412,22,300.9,5573
GCF_009756665.1,FASTA,Protein,3820,1283859,31,336.1,13668
GCF_009757775.1,FASTA,Protein,4889,1588569,25,324.9,7019
GCF_009758125.1,FASTA,Protein,6515,2445166,23,375.3,8713
GCF_009758175.1,FASTA,Protein,3102,1009501,21,325.4,2089
GCF_009758205.1,FASTA,Protein,6247,2411569,20,386,6582
GCF_009758255.1,FASTA,Protein,3650,1229663,30,336.9,2992
GCF_009758415.1,FASTA,Protein,3771,1153621,21,305.9,2869
GCF_009759665.1,FASTA,Protein,7676,2387042,20,311,4801
GCF_009759685.1,FASTA,Protein,3727,1166123,30,312.9,6181
GCF_009760405.1,FASTA,Protein,8712,2787387,23,319.9,14762
GCF_009760905.1,FASTA,Protein,3296,1028147,23,311.9,2297
GCF_009760915.1,FASTA,Protein,7211,2303639,21,319.5,3378
GCF_009760925.1,FASTA,Protein,10714,3471607,21,324,4455
GCF_009761375.1,FASTA,Protein,2147,670848,21,312.5,2631
GCF_009761395.1,FASTA,Protein,1843,582079,30,315.8,3355
GCF_009761675.1,FASTA,Protein,3281,970128,27,295.7,1857
GCF_009761815.1,FASTA,Protein,5744,1888547,24,328.8,4328
GCF_009762325.1,FASTA,Protein,3816,1197847,33,313.9,3336
GCF_009762775.1,FASTA,Protein,6330,2346394,30,370.7,11652
GCF_009762795.1,FASTA,Protein,3538,1150419,30,325.2,3768
GCF_009763245.1,FASTA,Protein,3631,1186378,30,326.7,1737
GCF_009763255.1,FASTA,Protein,3695,1239546,29,335.5,4210
GCF_009763805.1,FASTA,Protein,4777,1342312,30,281,7877
GCF_009764265.1,FASTA,Protein,6010,1995809,22,332.1,4333
GCF_009764355.1,FASTA,Protein,3722,1070865,24,287.7,3167
GCF_009764645.1,FASTA,Protein,5424,1792198,23,330.4,5235
GCF_009764685.1,FASTA,Protein,3248,1073322,21,330.5,4838
GCF_009765165.1,FASTA,Protein,3557,1168576,31,328.5,4280
GCF_009765215.1,FASTA,Protein,3728,1233947,23,331,2904
GCF_009765225.1,FASTA,Protein,3514,1121868,30,319.3,2363
GCF_009765275.1,FASTA,Protein,5112,1643352,21,321.5,2564
GCF_009765355.1,FASTA,Protein,10135,3274819,20,323.1,9321
GCF_009765365.1,FASTA,Protein,5677,1743662,20,307.1,2683
GCF_009765375.1,FASTA,Protein,4385,1265391,20,288.6,1534
GCF_009765445.1,FASTA,Protein,5127,1552601,26,302.8,2597
GCF_009765685.1,FASTA,Protein,6169,1895093,20,307.2,3122
GCF_009765705.1,FASTA,Protein,5865,1872316,23,319.2,1996
GCF_009765735.1,FASTA,Protein,6798,2128402,20,313.1,4176
GCF_009765755.1,FASTA,Protein,3522,1195232,31,339.4,4368
GCF_009765775.1,FASTA,Protein,5744,1619576,20,282,2769
GCF_009765785.1,FASTA,Protein,4617,1595796,22,345.6,2629
GCF_009765825.1,FASTA,Protein,4990,1697151,22,340.1,1975
GCF_009765835.1,FASTA,Protein,3948,1400338,22,354.7,3593
GCF_009765865.1,FASTA,Protein,6156,1826345,20,296.7,2637
GCF_009765875.1,FASTA,Protein,5614,1904987,30,339.3,4003
GCF_009765905.1,FASTA,Protein,4556,1586801,29,348.3,2543
GCF_009765965.1,FASTA,Protein,4407,1430505,20,324.6,2188
GCF_009765975.1,FASTA,Protein,7714,2414751,24,313,9421
GCF_009765985.1,FASTA,Protein,4686,1616014,24,344.9,1923
GCF_009765995.1,FASTA,Protein,6414,2012747,23,313.8,7890
GCF_009766005.1,FASTA,Protein,6942,2122132,26,305.7,5231
GCF_009766065.1,FASTA,Protein,3769,1251049,21,331.9,5961
GCF_009766085.1,FASTA,Protein,7640,2411512,23,315.6,3753
GCF_009766095.1,FASTA,Protein,4311,1471015,28,341.2,3866
GCF_009766105.1,FASTA,Protein,5213,1886677,25,361.9,2499
GCF_009767585.1,FASTA,Protein,3624,1082385,28,298.7,6837
GCF_009767915.1,FASTA,Protein,2575,797632,20,309.8,2675
GCF_009767945.1,FASTA,Protein,1906,540724,21,283.7,3353
GCF_009768885.1,FASTA,Protein,3956,1414018,20,357.4,3356
GCF_009768935.1,FASTA,Protein,2600,870780,22,334.9,2254
GCF_009768975.1,FASTA,Protein,3300,1067886,30,323.6,2782
GCF_009769165.1,FASTA,Protein,4199,1436362,31,342.1,3116
GCF_009769385.1,FASTA,Protein,10028,3218039,22,320.9,7501
GCF_009769735.1,FASTA,Protein,9043,2939934,30,325.1,10333
GCF_009769755.1,FASTA,Protein,2779,887361,30,319.3,5622
GCF_009770985.1,FASTA,Protein,4424,1507953,24,340.9,3389
GCF_009789075.1,FASTA,Protein,3534,1167768,30,330.4,11803
GCF_009789195.1,FASTA,Protein,5108,1682010,21,329.3,5750
GCF_009789225.1,FASTA,Protein,3605,1187472,22,329.4,3222
GCF_009789235.1,FASTA,Protein,4343,1479756,27,340.7,8132
GCF_009789535.1,FASTA,Protein,3790,1235793,24,326.1,3386
GCF_009789555.1,FASTA,Protein,4603,1464522,26,318.2,2412
GCF_009789575.1,FASTA,Protein,4594,1517494,31,330.3,6897
GCF_009789655.1,FASTA,Protein,6972,2260920,30,324.3,3188
